a,b,c,d,e,f,g,h,i,j,k,l,m,Time
-36.0,-8.0,1188.0,331.0,-448.0,-305.0,0.0,-0.6728750000000001,0.0,1.0570000000000004,10109.0,2318.0,1425134348.824387,17.70058798789978
-20.0,40.0,1084.0,332.0,-458.0,-299.0,0.0,0.0,0.0,0.9432500000000004,10109.0,2319.0,1425134349.052321,17.928521871566772
-20.0,-36.0,1216.0,328.0,-438.0,-302.0,0.0,-0.8653750000000002,0.0,0.9607500000000004,10111.0,2319.0,1425134349.278985,18.15518593788147
0.0,-72.0,1152.0,335.0,-447.0,-303.0,0.0,-0.3928750000000001,0.0,0.4620000000000002,10110.0,2318.0,1425134349.507034,18.383234977722168
-24.0,-44.0,1180.0,338.0,-445.0,-302.0,0.0,0.0,0.0,0.3307500000000001,10109.0,2319.0,1425134349.733862,18.610062837600708
-40.0,-36.0,1172.0,336.0,-451.0,-302.0,0.0,-0.6291250000000002,0.0,-0.47424999999999984,10110.0,2318.0,1425134349.960632,18.836833000183105
-4.0,-108.0,1216.0,335.0,-449.0,-303.0,0.0,0.0,0.0,0.4882500000000003,10109.0,2319.0,1425134350.18716,19.063360929489136
-52.0,64.0,1104.0,328.0,-451.0,-302.0,0.0,-0.27037500000000014,0.0,0.0,10109.0,2319.0,1425134350.41407,19.290270805358887
-28.0,52.0,1116.0,333.0,-452.0,-303.0,0.0,-0.22662500000000008,0.0,-0.2204999999999997,10109.0,2319.0,1425134350.640835,19.517035961151123
-4.0,-20.0,1136.0,336.0,-452.0,-298.0,0.0,-0.4016250000000001,0.0,1.0832500000000005,10107.0,2319.0,1425134350.867604,19.743804931640625
-24.0,-12.0,1164.0,332.0,-452.0,-300.0,0.0,-5.205375000000001,0.0,1.4507500000000002,10108.0,2319.0,1425134351.094428,19.9706289768219
